('cinl', 'le'): 1.0
('mo', 'nark'): 0.0005094243504839531
('mo', 'togp'): 0.0005094243504839531
('mo', 'dor'): 0.0005094243504839531
('mo', 'niy'): 0.0005094243504839531
('mo', 'mo'): 0.0005094243504839531
('mo', 'bel'): 0.0005094243504839531
('mo', 'pak'): 0.0005094243504839531
('mo', 'loz'): 0.0005094243504839531
('mo', 'li'): 0.0005094243504839531
('mo', 'yu'): 0.0005094243504839531
('mo', 'va'): 0.0005094243504839531
('bgnsntnc', 'mah'): 0.0005075673680324843
('bgnsntnc', 'oz'): 0.0005075673680324843
('bgnsntnc', 'sam'): 0.0005075673680324843
('bgnsntnc', 'lu'): 0.0005075673680324843
('bgnsntnc', 'ag'): 0.0005075673680324843
('bgnsntnc', 'huc'): 0.0005075673680324843
('bgnsntnc', 'kim'): 0.0005075673680324843
('bgnsntnc', 'j'): 0.0005075673680324843
('bgnsntnc', 'kut'): 0.0005075673680324843
('bgnsntnc', 'pek'): 0.0005075673680324843
('bgnsntnc', 'jus'): 0.0005075673680324843
('bgnsntnc', 'gol'): 0.0005075673680324843
('bgnsntnc', 'sol'): 0.0005075673680324843
('bgnsntnc', 'alp'): 0.0005075673680324843
('wtspc', 'ho'): 0.0005065370661920734
('wtspc', 'ok'): 0.0005065370661920734
('t', 'aoiz'): 0.0005058168942842691
('t', 'son'): 0.0005058168942842691
('t', 'uan'): 0.0005058168942842691
('t', 'roms'): 0.0005058168942842691
('t', 'eu'): 0.0005058168942842691
('t', 'aux'): 0.0005058168942842691
('t', 'oin'): 0.0005058168942842691
('t', 'iel'): 0.0005058168942842691
('t', 'aau'): 0.0005058168942842691
('t', 'iae'): 0.0005058168942842691
('t', 'ooi'): 0.0005058168942842691
('t', 'rav'): 0.0005058168942842691
('t', 'eeh'): 0.0005058168942842691
('t', 'ead'): 0.0005058168942842691
('t', 'oua'): 0.0005058168942842691
('t', 'aer'): 0.0005058168942842691
('t', 'aio'): 0.0005058168942842691
('t', 'aol'): 0.0005058168942842691
('t', 'wis'): 0.0005058168942842691
('t', 'aig'): 0.0005058168942842691
('t', 'uik'): 0.0005058168942842691
('t', 'wen'): 0.0005058168942842691
('t', 'ieth'): 0.0005058168942842691
('t', 'aen'): 0.0005058168942842691
('t', 'ools'): 0.0005058168942842691
('t', 'out'): 0.0005058168942842691
('t', 'eams'): 0.0005058168942842691
('t', 'wit'): 0.0005058168942842691
('t', 'rek'): 0.0005058168942842691
('t', 'raps'): 0.0005058168942842691
('t', 'ee'): 0.0005058168942842691
('t', 'hos'): 0.0005058168942842691
('t', 'xa'): 0.0005058168942842691
('t', 'ya'): 0.0005058168942842691
('t', 'eers'): 0.0005058168942842691
('t', 'ioch'): 0.0005058168942842691
('t', 'uent'): 0.0005058168942842691
('t', 'tu'): 0.0005058168942842691
('t', 'rust'): 0.0005058168942842691
('t', 'eav'): 0.0005058168942842691
('t', 'yi'): 0.0005058168942842691
('t', 'te'): 0.0005058168942842691
('t', 'iin'): 0.0005058168942842691
('t', 'har'): 0.0005058168942842691
('t', 'hol'): 0.0005058168942842691
('t', 'com'): 0.0005058168942842691
('t', 'euer'): 0.0005058168942842691
('t', 'ial'): 0.0005058168942842691
('t', 'russ'): 0.0005058168942842691
('t', 'halys'): 0.0005058168942842691
('t', 'ioc'): 0.0005058168942842691
('t', 'eau'): 0.0005058168942842691
('t', 'aav'): 0.0005058168942842691
('t', 'iaan'): 0.0005058168942842691
('t', 'ois'): 0.0005058168942842691
('t', 'ros'): 0.0005058168942842691
('t', 'nin'): 0.0005058168942842691
('t', 'ias'): 0.0005058168942842691
('t', 'ransp'): 0.0005058168942842691
('t', 'rac'): 0.0005058168942842691
('t', 'aai'): 0.0005058168942842691
('t', 'w'): 0.0005058168942842691
('t', 'ten'): 0.0005058168942842691
('t', 'iis'): 0.0005058168942842691
('t', 'aii'): 0.0005058168942842691
('t', 'uo'): 0.0005058168942842691
('t', 'iok'): 0.0005058168942842691
('t', 'f'): 0.0005058168942842691
('t', 'los'): 0.0005058168942842691
('t', 'zi'): 0.0005058168942842691
('t', 'eah'): 0.0005058168942842691
('t', 'eost'): 0.0005058168942842691
('t', 'ais'): 0.0005058168942842691
('t', 'rack'): 0.0005058168942842691
('t', 'p'): 0.0005058168942842691
('endsntnc', 'po'): 0.0005044051382070079
('endsntnc', 'bol'): 0.0005044051382070079
('endsntnc', 'yu'): 0.0005044051382070079
('endsntnc', 'gi'): 0.0005044051382070079
('endsntnc', 'man'): 0.0005044051382070079
('endsntnc', 'ii'): 0.0005044051382070079
('endsntnc', 'af'): 0.0005044051382070079
('endsntnc', 'on'): 0.0005044051382070079
('da', 'fo'): 0.0005028111715500298
('da', 'gar'): 0.0005028111715500298
('a', 'tak'): 0.000502008032128514
('a', 'sis'): 0.000502008032128514
('a', 'ha'): 0.000502008032128514
('a', 'luv'): 0.000502008032128514
('a', 'zor'): 0.000502008032128514
('a', 'zi'): 0.000502008032128514
('a', 'be'): 0.000502008032128514
('ge', 'dik'): 0.0005010647626205688
('ge', 'zen'): 0.0005010647626205688
('ge', 'siz'): 0.0005010647626205688
('ge', 'zin'): 0.0005010647626205688
('ge', 'lo'): 0.0005010647626205688
('wtspc', 'genc'): 0.0005010609898008077
('wtspc', 'sir'): 0.0005010609898008077
('ni', 'mis'): 0.0004997858060831073
('ni', 'ka'): 0.0004997858060831073
('ni', 'mum'): 0.0004997858060831073
('ni', 'ki'): 0.0004997858060831073
('yuk', 'ler'): 0.0004992511233150275
('yuk', 'endsntnc'): 0.0004992511233150275
('yuk', 'la'): 0.0004992511233150275
('yuk', 'hi'): 0.0004992511233150275
('yuk', 'ya'): 0.0004992511233150275
('yuk', 've'): 0.0004992511233150275
('yuk', 'te'): 0.0004992511233150275
('yuk', 'koy'): 0.0004992511233150275
('yuk', 'ce'): 0.0004992511233150275
('yuk', 'ten'): 0.0004992511233150275
('gu', 'tay'): 0.0004991680532445924
('gu', 'zer'): 0.0004991680532445924
('gu', 're'): 0.0004991680532445924
('gu', 'suy'): 0.0004991680532445924
('gu', 'der'): 0.0004991680532445924
('gu', 'nuz'): 0.0004991680532445924
('gu', 'lum'): 0.0004991680532445924
('wtspc', 'hic'): 0.0004983229516051749
('bu', 'ki'): 0.0004979583706802111
('bu', 'ca'): 0.0004979583706802111
('bu', 'dizm'): 0.0004979583706802111
('wtspc', 'git'): 0.0004955849134095421
('sin', 'li'): 0.000495458298926507
('sin', 'ki'): 0.000495458298926507
('ko', 'dan'): 0.0004954173891503591
('ko', 'sos'): 0.0004954173891503591
('ko', 'ner'): 0.0004954173891503591
('ko', 'vul'): 0.0004954173891503591
('ko', 'rac'): 0.0004954173891503591
('ko', 'tek'): 0.0004954173891503591
('ko', 'l'): 0.0004954173891503591
('ko', 'sun'): 0.0004954173891503591
('ko', 'ne'): 0.0004954173891503591
('ko', 'ri'): 0.0004954173891503591
('ko', 'tum'): 0.0004954173891503591
('ko', 'ray'): 0.0004954173891503591
('ko', 'gul'): 0.0004954173891503591
('ko', 'do'): 0.0004954173891503591
('ko', 'don'): 0.0004954173891503591
('ko', 'suk'): 0.0004954173891503591
('ko', 'gu'): 0.0004954173891503591
('ko', 'laj'): 0.0004954173891503591
('ko', 'pan'): 0.0004954173891503591
('ko', 'si'): 0.0004954173891503591
('ko', 'ma'): 0.0004954173891503591
('ko', 'fo'): 0.0004954173891503591
('ko', 'zit'): 0.0004954173891503591
('ko', 'tok'): 0.0004954173891503591
('ko', 'mik'): 0.0004954173891503591
('ti', 'se'): 0.0004946821667078902
('ti', 'ga'): 0.0004946821667078902
('ti', 'raz'): 0.0004946821667078902
('ti', 't'): 0.0004946821667078902
('ti', 'pin'): 0.0004946821667078902
('ti', 'kad'): 0.0004946821667078902
('ti', 'zi'): 0.0004946821667078902
('ti', 'ha'): 0.0004946821667078902
('ti', 'hiv'): 0.0004946821667078902
('ma', 'hi'): 0.00049442011583557
('ma', 'niz'): 0.00049442011583557
('ma', 'bah'): 0.00049442011583557
('ma', 'nich'): 0.00049442011583557
('ma', 'ris'): 0.00049442011583557
('ma', 'ru'): 0.00049442011583557
('ri', 'bi'): 0.0004911993450675399
('li', 'di'): 0.0004903028982349096
('li', 'tan'): 0.0004903028982349096
('li', 'zas'): 0.0004903028982349096
('li', 'n'): 0.0004903028982349096
('wtspc', 'mec'): 0.0004901088370182764
('wtspc', 'cag'): 0.0004901088370182764
('o', 'non'): 0.0004891684136967156
('o', 'zur'): 0.0004891684136967156
('o', 'rak'): 0.0004891684136967156
('o', 'si'): 0.0004891684136967156
('o', 'b'): 0.0004891684136967156
('ka', 'yik'): 0.0004889975550122249
('ka', 'mal'): 0.0004889975550122249
('ka', 'bar'): 0.0004889975550122249
('ka', 'sil'): 0.0004889975550122249
('sa', 'ril'): 0.00048775729197151496
('sa', 'duf'): 0.00048775729197151496
('sa', 'mil'): 0.00048775729197151496
('sa', 'lin'): 0.00048775729197151496
('sa', 'l'): 0.00048775729197151496
('sa', 'ban'): 0.00048775729197151496
('sa', 'lih'): 0.00048775729197151496
('sa', 'm'): 0.00048775729197151496
('sa', 'ji'): 0.00048775729197151496
('sa', 'dir'): 0.00048775729197151496
('sa', 'te'): 0.00048775729197151496
('sa', 'du'): 0.00048775729197151496
('sa', 'to'): 0.00048775729197151496
('sa', 'endsntnc'): 0.00048775729197151496
('ki', 'dan'): 0.00048752742341756725
('ki', 'ser'): 0.00048752742341756725
('wtspc', 'mac'): 0.00048737079882264355
('lu', 'se'): 0.00048590864917395527
('lu', 't'): 0.00048590864917395527
('lu', 'pi'): 0.00048590864917395527
('lu', 'muz'): 0.00048590864917395527
('lu', 'si'): 0.00048590864917395527
('lu', 'yo'): 0.00048590864917395527
('lu', 'fer'): 0.00048590864917395527
('lu', 'sup'): 0.00048590864917395527
('lu', 's'): 0.00048590864917395527
('lu', 'tonc'): 0.00048590864917395527
('to', 'ho'): 0.0004828585224529213
('to', 'gu'): 0.0004828585224529213
('to', 'ha'): 0.0004828585224529213
('to', 'k'): 0.0004828585224529213
('to', 'miz'): 0.0004828585224529213
('to', 'mal'): 0.0004828585224529213
('to', 'ken'): 0.0004828585224529213
('to', 'se'): 0.0004828585224529213
('to', 'turk'): 0.0004828585224529213
('to', 'puy'): 0.0004828585224529213
('to', 'hu'): 0.0004828585224529213
('to', 'zun'): 0.0004828585224529213
('to', 'rog'): 0.0004828585224529213
('to', 'day'): 0.0004828585224529213
('to', 'bi'): 0.0004828585224529213
('to', 'ke'): 0.0004828585224529213
('to', 'niz'): 0.0004828585224529213
('to', 'naj'): 0.0004828585224529213
('to', 'luk'): 0.0004828585224529213
('to', 'ker'): 0.0004828585224529213
('to', 'his'): 0.0004828585224529213
('to', 'zin'): 0.0004828585224529213
('to', 'log'): 0.0004828585224529213
('to', 'z'): 0.0004828585224529213
('to', 'sak'): 0.0004828585224529213
('to', 'pic'): 0.0004828585224529213
('to', 'pol'): 0.0004828585224529213
('to', 'col'): 0.0004828585224529213
('to', 'ti'): 0.0004828585224529213
('to', 'yevs'): 0.0004828585224529213
('to', 'nizm'): 0.0004828585224529213
('to', 'pik'): 0.0004828585224529213
('to', 'suy'): 0.0004828585224529213
('to', 'nit'): 0.0004828585224529213
('to', 'nuy'): 0.0004828585224529213
('to', 'mu'): 0.0004828585224529213
('to', 'night'): 0.0004828585224529213
('to', 'lemy'): 0.0004828585224529213
('to', 'ret'): 0.0004828585224529213
('to', 've'): 0.0004828585224529213
('to', 'ril'): 0.0004828585224529213
('to', 'ce'): 0.0004828585224529213
('to', 'pos'): 0.0004828585224529213
('to', 'rin'): 0.0004828585224529213
('to', 'xop'): 0.0004828585224529213
('to', 'kok'): 0.0004828585224529213
('to', 'ge'): 0.0004828585224529213
('to', 'rak'): 0.0004828585224529213
('to', 'tok'): 0.0004828585224529213
('to', 'tur'): 0.0004828585224529213
('to', 'mur'): 0.0004828585224529213
('to', 'laz'): 0.0004828585224529213
('to', 'ring'): 0.0004828585224529213
('to', 'net'): 0.0004828585224529213
('to', 'likp'): 0.0004828585224529213
('to', 'ral'): 0.0004828585224529213
('to', 'fu'): 0.0004828585224529213
('to', 'sic'): 0.0004828585224529213
('to', 'vay'): 0.0004828585224529213
('me', 'yiz'): 0.0004822182037371911
('me', 'mory'): 0.0004822182037371911
('me', 'nes'): 0.0004822182037371911
('me', 'n'): 0.0004822182037371911
('me', 'bus'): 0.0004822182037371911
('me', 's'): 0.0004822182037371911
('me', 'nu'): 0.0004822182037371911
('me', 'miz'): 0.0004822182037371911
('me', 'zi'): 0.0004822182037371911
('me', 'ro'): 0.0004822182037371911
('me', 'vin'): 0.0004822182037371911
('me', 'sud'): 0.0004822182037371911
('me', 'cit'): 0.0004822182037371911
('wtspc', 'sey'): 0.0004818947224313779
('ga', 'fil'): 0.0004803073967339097
('ga', 'tiv'): 0.0004803073967339097
('ga', 'log'): 0.0004803073967339097
('ga', 'lat'): 0.0004803073967339097
('ga', 't'): 0.0004803073967339097
('ga', 'raj'): 0.0004803073967339097
('ga', 'pin'): 0.0004803073967339097
('ga', 'nez'): 0.0004803073967339097
('ga', 'gu'): 0.0004803073967339097
('ga', 'zan'): 0.0004803073967339097
('ga', 'nel'): 0.0004803073967339097
('ga', 'but'): 0.0004803073967339097
('ga', 'laxy'): 0.0004803073967339097
('ga', 'gik'): 0.0004803073967339097
('ga', 'ca'): 0.0004803073967339097
('ga', 'c'): 0.0004803073967339097
('ga', 'lib'): 0.0004803073967339097
('ga', 'tec'): 0.0004803073967339097
('ga', 'riy'): 0.0004803073967339097
('ga', 'zel'): 0.0004803073967339097
('ga', 'b'): 0.0004803073967339097
('ga', 'tes'): 0.0004803073967339097
('ga', 'yit'): 0.0004803073967339097
('ga', 'rak'): 0.0004803073967339097
('ga', 'bayt'): 0.0004803073967339097
('ga', 'mes'): 0.0004803073967339097
('ga', 'dor'): 0.0004803073967339097
('ga', 'lic'): 0.0004803073967339097
('ga', 'm'): 0.0004803073967339097
('ga', 'mon'): 0.0004803073967339097
('ga', 'par'): 0.0004803073967339097
('ga', 'wa'): 0.0004803073967339097
('ga', 'siy'): 0.0004803073967339097
('le', 'ter'): 0.00048017286223040297
('le', 'rim'): 0.00048017286223040297
('i', 'nal'): 0.0004796450626536363
('i', 'yo'): 0.0004796450626536363
('i', 'lik'): 0.0004796450626536363
('i', 'ca'): 0.0004796450626536363
('wtspc', 'den'): 0.0004791566842357451
('wtspc', 'mum'): 0.0004791566842357451
('ay', 'niy'): 0.0004786979415988511
('ay', 'su'): 0.0004786979415988511
('ay', 'ma'): 0.0004786979415988511
('ay', 'dir'): 0.0004786979415988511
('ay', 'de'): 0.0004786979415988511
('ay', 'y'): 0.0004786979415988511
('ay', 'gen'): 0.0004786979415988511
('ay', 're'): 0.0004786979415988511
('ay', 'tac'): 0.0004786979415988511
('ay', 'gir'): 0.0004786979415988511
('ay', 'n'): 0.0004786979415988511
('ay', 'ha'): 0.0004786979415988511
('ay', 'nur'): 0.0004786979415988511
('ay', 'yil'): 0.0004786979415988511
('ay', 'di'): 0.0004786979415988511
('ay', 'bas'): 0.0004786979415988511
('ay', 'siz'): 0.0004786979415988511
('rin', 'ler'): 0.00047664442326024784
('rin', 'gin'): 0.00047664442326024784
('wtspc', 'sun'): 0.00047641864604011224
('wtspc', 'dik'): 0.00047641864604011224
('wtspc', 'mik'): 0.00047641864604011224
('re', 'gen'): 0.00047281323877068556
('re', 'ciy'): 0.00047281323877068556
('re', 'san'): 0.00047281323877068556
('re', 'kan'): 0.00047281323877068556
('re', 'lin'): 0.00047281323877068556
('re', 'c'): 0.00047281323877068556
('re', 'dit'): 0.00047281323877068556
('re', 'zerv'): 0.00047281323877068556
('de', 'der'): 0.0004711425206124853
('de', 'siy'): 0.0004711425206124853
('de', 'nil'): 0.0004711425206124853
('wtspc', 'ab'): 0.0004709425696488466
('wtspc', 'gok'): 0.0004709425696488466
('yil', 'se'): 0.00047080979284369113
('yil', 'mar'): 0.00047080979284369113
('yil', 'ken'): 0.00047080979284369113
('yil', 'd'): 0.00047080979284369113
('yil', 'me'): 0.00047080979284369113
('yil', 'mez'): 0.00047080979284369113
('endsntnc', 'bun'): 0.0004707781289932073
('endsntnc', 'ken'): 0.0004707781289932073
('endsntnc', 'av'): 0.0004707781289932073
('endsntnc', 'ni'): 0.0004707781289932073
('endsntnc', 'tum'): 0.0004707781289932073
('endsntnc', 'hu'): 0.0004707781289932073
('endsntnc', 'mug'): 0.0004707781289932073
('va', 'sil'): 0.00046992481203007516
('va', 'cin'): 0.00046992481203007516
('va', 'kum'): 0.00046992481203007516
('va', 'sal'): 0.00046992481203007516
('va', 'nan'): 0.00046992481203007516
('va', 'noz'): 0.00046992481203007516
('va', 'miy'): 0.00046992481203007516
('va', 'sing'): 0.00046992481203007516
('va', 'rar'): 0.00046992481203007516
('va', 'cor'): 0.00046992481203007516
('va', 'ku'): 0.00046992481203007516
('va', 'zin'): 0.00046992481203007516
('va', 'endsntnc'): 0.00046992481203007516
('va', 'nor'): 0.00046992481203007516
('va', 'hir'): 0.00046992481203007516
('va', 'him'): 0.00046992481203007516
('va', 'kas'): 0.00046992481203007516
('va', 'so'): 0.00046992481203007516
('va', 'lery'): 0.00046992481203007516
('va', 'bin'): 0.00046992481203007516
('va', 'r'): 0.00046992481203007516
('va', 'rir'): 0.00046992481203007516
('va', 'se'): 0.00046992481203007516
('va', 'rot'): 0.00046992481203007516
('va', 'dis'): 0.00046992481203007516
('va', 'nes'): 0.00046992481203007516
('va', 'lan'): 0.00046992481203007516
('va', 'ziv'): 0.00046992481203007516
('va', 'gill'): 0.00046992481203007516
('va', 'ma'): 0.00046992481203007516
('va', 'pu'): 0.00046992481203007516
('su', 'met'): 0.00046904315196998124
('su', 'bis'): 0.00046904315196998124
('su', 'mi'): 0.00046904315196998124
('su', 've'): 0.00046904315196998124
('su', 'r'): 0.00046904315196998124
('su', 'bar'): 0.00046904315196998124
('su', 'mey'): 0.00046904315196998124
('su', 'nay'): 0.00046904315196998124
('su', 'ka'): 0.00046904315196998124
('su', 'nus'): 0.00046904315196998124
('su', 'fe'): 0.00046904315196998124
('su', 'nak'): 0.00046904315196998124
('su', 'har'): 0.00046904315196998124
('su', 'ro'): 0.00046904315196998124
('su', 'le'): 0.00046904315196998124
('su', 'muy'): 0.00046904315196998124
('su', 'lus'): 0.00046904315196998124
('su', 'res'): 0.00046904315196998124
('su', 'ku'): 0.00046904315196998124
('su', 'ki'): 0.00046904315196998124
('bi', 'nek'): 0.00046882325363338024
('bi', 'lar'): 0.00046882325363338024
('bi', 'l'): 0.00046882325363338024
('bi', 'dos'): 0.00046882325363338024
('bi', 'zi'): 0.00046882325363338024
('bi', 'ha'): 0.00046882325363338024
('bi', 'ru'): 0.00046882325363338024
('bi', 'let'): 0.00046882325363338024
('bi', 'lu'): 0.00046882325363338024
('bi', 'to'): 0.00046882325363338024
('wtspc', 'v'): 0.0004682045314532138
('cu', 'ge'): 0.00046816479400749064
('cu', 'muz'): 0.00046816479400749064
('cu', 'pi'): 0.00046816479400749064
('cu', 'v'): 0.00046816479400749064
('cu', 've'): 0.00046816479400749064
('cu', 'n'): 0.00046816479400749064
('cu', 'mun'): 0.00046816479400749064
('cu', 'cuk'): 0.00046816479400749064
('cu', 'yum'): 0.00046816479400749064
('cu', 'kot'): 0.00046816479400749064
('cu', 'kun'): 0.00046816479400749064
('cu', 'te'): 0.00046816479400749064
('cu', 't'): 0.00046816479400749064
('cu', 'ro'): 0.00046816479400749064
('cu', 'hu'): 0.00046816479400749064
('cu', 'men'): 0.00046816479400749064
('cu', 'ha'): 0.00046816479400749064
('cu', 'suy'): 0.00046816479400749064
('cu', 'ye'): 0.00046816479400749064
('cu', 'vas'): 0.00046816479400749064
('cu', 'kah'): 0.00046816479400749064
('cu', 'lup'): 0.00046816479400749064
('cu', 'rum'): 0.00046816479400749064
('cu', 'be'): 0.00046816479400749064
('cu', 're'): 0.00046816479400749064
('cu', 'tu'): 0.00046816479400749064
('cu', 'par'): 0.00046816479400749064
('cu', 'muy'): 0.00046816479400749064
('cu', 'pin'): 0.00046816479400749064
('en', 'den'): 0.00046707146193367583
('so', 'pu'): 0.00046707146193367583
('so', 'ho'): 0.00046707146193367583
('en', 'deks'): 0.00046707146193367583
('so', 'vo'): 0.00046707146193367583
('so', 'nuy'): 0.00046707146193367583
('so', 'disch'): 0.00046707146193367583
('so', 'nal'): 0.00046707146193367583
('so', 'lar'): 0.00046707146193367583
('so', 'lon'): 0.00046707146193367583
('en', 'ka'): 0.00046707146193367583
('en', 'semb'): 0.00046707146193367583
('en', 'dor'): 0.00046707146193367583
('en', 'da'): 0.00046707146193367583
('so', 'yad'): 0.00046707146193367583
('en', 'sar'): 0.00046707146193367583
('en', 'gist'): 0.00046707146193367583
('so', 'di'): 0.00046707146193367583
('so', 'big'): 0.00046707146193367583
('so', 'ran'): 0.00046707146193367583
('en', 'so'): 0.00046707146193367583
('so', 'ner'): 0.00046707146193367583
('so', 'lis'): 0.00046707146193367583
('so', 'n'): 0.00046707146193367583
('en', 'bu'): 0.00046707146193367583
('so', 'tik'): 0.00046707146193367583
('so', 'lur'): 0.00046707146193367583
('so', 'mo'): 0.00046707146193367583
('so', 'z'): 0.00046707146193367583
('en', 'zi'): 0.00046707146193367583
('so', 'ta'): 0.00046707146193367583
('so', 'vu'): 0.00046707146193367583
('so', 'met'): 0.00046707146193367583
('so', 'num'): 0.00046707146193367583
('so', 'pay'): 0.00046707146193367583
('so', 'sun'): 0.00046707146193367583
('so', 'endsntnc'): 0.00046707146193367583
('en', 'van'): 0.00046707146193367583
('so', 'yul'): 0.00046707146193367583
('so', 'gud'): 0.00046707146193367583
('so', 'kup'): 0.00046707146193367583
('en', 'sest'): 0.00046707146193367583
('so', 'gul'): 0.00046707146193367583
('so', 'po'): 0.00046707146193367583
('so', 'rel'): 0.00046707146193367583
